time,DAC_vld,Tx_1bit,Tx_vld,Rx_1bit,Rx_tdata_1,Rx_tdata_0,Rx_tvalid,Rx_tlast,Rx_tuser
14604,1,0,0,0,0,0,0,0,1
14608,1,0,0,0,0,0,0,0,1
14612,1,0,0,0,0,0,0,0,1
14616,1,0,0,0,0,0,0,0,1
14620,1,0,0,0,0,0,0,0,1
14624,1,0,0,0,0,0,0,0,1
14628,1,0,0,0,0,0,0,0,1
14632,1,0,0,0,0,0,0,0,1
14636,1,0,0,0,0,0,0,0,1
14640,1,0,0,0,0,0,0,0,1
14644,1,0,0,0,0,0,0,0,1
14648,1,0,0,0,0,0,0,0,1
14652,1,0,0,0,0,0,0,0,1
14656,1,0,0,0,0,0,0,0,1
14660,1,0,0,0,0,0,0,0,1
14664,1,0,0,0,0,0,0,0,1
14668,1,0,0,0,0,0,0,0,1
14672,1,0,0,0,0,0,0,0,1
14676,1,0,0,0,0,0,0,0,1
14680,1,0,0,0,0,0,0,0,1
14684,1,0,0,0,0,0,0,0,1
14688,1,0,0,0,0,0,0,0,1
14692,1,0,0,0,0,0,0,0,1
14696,1,0,0,0,0,0,0,0,1
14700,1,0,0,0,0,0,0,0,1
14704,1,0,0,0,0,0,0,0,1
14708,1,0,0,0,0,0,0,0,1
14712,1,0,0,0,0,0,0,0,1
14716,1,0,0,0,0,0,0,0,1
14720,1,0,0,0,0,0,0,0,1
14724,1,0,0,0,0,0,0,0,1
14728,1,0,0,0,0,0,0,0,1
14732,1,0,0,0,0,0,0,0,1
14736,1,0,0,0,0,0,0,0,1
14740,1,0,0,0,0,0,0,0,1
14744,1,0,0,0,0,0,0,0,1
14748,1,0,0,0,0,0,0,0,1
14752,1,0,0,0,0,0,0,0,1
14756,1,0,0,0,0,0,0,0,1
14760,1,0,0,0,0,0,0,0,1
14764,1,0,0,0,0,0,0,0,1
14768,1,0,0,0,0,0,0,0,1
14772,1,0,0,0,0,0,0,0,1
14776,1,0,0,0,0,0,0,0,1
14780,1,0,0,0,0,0,0,0,1
14784,1,0,0,0,0,0,0,0,1
14788,1,0,0,0,0,0,0,0,1
14792,1,0,0,0,0,0,0,0,1
14796,1,0,0,0,0,0,0,0,1
14800,1,0,0,0,0,0,0,0,1
14804,1,0,0,0,0,0,0,0,1
14808,1,0,0,0,0,0,0,0,1
14812,1,0,0,0,0,0,0,0,1
14816,1,0,0,0,0,0,0,0,1
14820,1,0,0,0,0,0,0,0,1
14824,1,0,0,0,0,0,0,0,1
14828,1,0,0,0,0,0,0,0,1
14832,1,0,0,0,0,0,0,0,1
14836,1,0,0,0,0,0,0,0,1
14840,1,0,0,0,0,0,0,0,1
14844,1,0,0,0,0,0,0,0,1
14848,1,0,0,0,0,0,0,0,1
14852,1,0,0,0,0,0,0,0,1
14856,1,0,0,0,0,0,0,0,1
14860,1,0,0,0,0,0,0,0,1
14864,1,0,0,0,0,0,0,0,1
14868,1,0,0,0,0,0,0,0,1
14872,1,0,0,0,0,0,0,0,1
14876,1,0,0,0,0,0,0,0,1
14880,1,0,0,0,0,0,0,0,1
14884,1,0,0,0,0,0,0,0,1
14888,1,0,0,0,0,0,0,0,1
14892,1,0,0,0,0,0,0,0,1
14896,1,0,0,0,0,0,0,0,1
14900,1,0,0,0,0,0,0,0,1
14904,1,0,0,0,0,0,0,0,1
14908,1,0,0,0,0,0,0,0,1
14912,1,0,0,0,0,0,0,0,1
14916,1,0,0,0,0,0,0,0,1
14920,1,0,0,0,0,0,0,0,1
14924,1,0,0,0,0,0,0,0,1
14928,1,0,0,0,0,0,0,0,1
14932,1,0,0,0,0,0,0,0,1
14936,1,0,0,0,0,0,0,0,1
14940,1,0,0,0,0,0,0,0,1
14944,1,0,0,0,0,0,0,0,1
14948,1,0,0,0,0,0,0,0,1
14952,1,0,0,0,0,0,0,0,1
14956,1,0,0,0,0,0,0,0,1
14960,1,0,0,0,0,0,0,0,1
14964,1,0,0,0,0,0,0,0,1
14968,1,0,0,0,0,0,0,0,1
14972,1,0,0,0,0,0,0,0,1
14976,1,0,0,0,0,0,0,0,1
14980,1,0,0,0,0,0,0,0,1
14984,1,0,0,0,0,0,0,0,1
14988,1,0,0,0,0,0,0,0,1
14992,1,0,0,0,0,0,0,0,1
14996,1,0,0,0,0,0,0,0,1
15000,1,0,0,0,0,0,0,0,1
15004,1,0,0,0,0,0,0,0,1
15008,1,0,0,0,0,0,0,0,1
15012,1,0,0,0,0,0,0,0,1
15016,1,0,0,0,0,0,0,0,1
15020,1,0,0,0,0,0,0,0,1
15024,1,0,0,0,0,0,0,0,1
15028,1,0,0,0,0,0,0,0,1
15032,1,0,0,0,0,0,0,0,1
15036,1,0,0,0,0,0,0,0,1
15040,1,0,0,0,0,0,0,0,1
15044,1,0,0,0,0,0,0,0,1
15048,1,0,0,0,0,0,0,0,1
15052,1,0,0,0,0,0,0,0,1
15056,1,0,0,0,0,0,0,0,1
15060,1,0,0,0,0,0,0,0,1
15064,1,0,0,0,0,0,0,0,1
15068,1,0,0,0,0,0,0,0,1
15072,1,0,0,0,0,0,0,0,1
15076,1,0,0,0,0,0,0,0,1
15080,1,0,0,0,0,0,0,0,1
15084,1,0,0,0,0,0,0,0,1
15088,1,0,0,0,0,0,0,0,1
15092,1,0,0,0,0,0,0,0,1
15096,1,0,0,0,0,0,0,0,1
15100,1,0,0,0,0,0,0,0,1
15104,1,0,0,0,0,0,0,0,1
15108,1,0,0,0,0,0,0,0,1
15112,1,0,0,0,0,0,0,0,1
15116,1,0,0,0,0,0,0,0,1
15120,1,0,0,0,0,0,0,0,1
15124,1,0,0,0,0,0,0,0,1
15128,1,0,0,0,0,0,0,0,1
15132,1,0,0,0,0,0,0,0,1
15136,1,0,0,0,0,0,0,0,1
15140,1,0,0,0,0,0,0,0,1
15144,1,0,0,0,0,0,0,0,1
15148,1,0,0,0,0,0,0,0,1
15152,1,0,0,0,0,0,0,0,1
15156,1,0,0,0,0,0,0,0,1
15160,1,0,0,0,0,0,0,0,1
15164,1,0,0,0,0,0,0,0,1
15168,1,0,0,0,0,0,0,0,1
15172,1,0,0,0,0,0,0,0,1
15176,1,0,0,0,0,0,0,0,1
15180,1,0,0,0,0,0,0,0,1
15184,1,0,0,0,0,0,0,0,1
15188,1,0,0,0,0,0,0,0,1
15192,1,0,0,0,0,0,0,0,1
15196,1,0,0,0,0,0,0,0,1
15200,1,0,0,0,0,0,0,0,1
15204,1,0,0,0,0,0,0,0,1
15208,1,0,0,0,0,0,0,0,1
15212,1,0,0,0,0,0,0,0,1
15216,1,0,0,0,0,0,0,0,1
15220,1,0,0,0,0,0,0,0,1
15224,1,0,0,0,0,0,0,0,1
15228,1,0,0,0,0,0,0,0,1
15232,1,0,0,0,0,0,0,0,1
15236,1,0,0,0,0,0,0,0,1
15240,1,0,0,0,0,0,0,0,1
15244,1,0,0,0,0,0,0,0,1
15248,1,0,0,0,0,0,0,0,1
15252,1,0,0,0,0,0,0,0,1
15256,1,0,0,0,0,0,0,0,1
15260,1,0,0,0,0,0,0,0,1
15264,1,0,0,0,0,0,0,0,1
15268,1,0,0,0,0,0,0,0,1
15272,1,0,0,0,0,0,0,0,1
15276,1,0,0,0,0,0,0,0,1
15280,1,0,0,0,0,0,0,0,1
15284,1,0,0,0,0,0,0,0,1
15288,1,0,0,0,0,0,0,0,1
15292,1,0,0,0,0,0,0,0,1
15296,1,0,0,0,0,0,0,0,1
15300,1,0,0,0,0,0,0,0,1
15304,1,0,0,0,0,0,0,0,1
15308,1,0,0,0,0,0,0,0,1
15312,1,0,0,0,0,0,0,0,1
15316,1,0,0,0,0,0,0,0,1
15320,1,0,0,0,0,0,0,0,1
15324,1,0,0,0,0,0,0,0,1
15328,1,0,0,0,0,0,0,0,1
15332,1,0,0,0,0,0,0,0,1
15336,1,0,0,0,0,0,0,0,1
15340,1,0,0,0,0,0,0,0,1
15344,1,0,0,0,0,0,0,0,1
15348,1,0,0,0,0,0,0,0,1
15352,1,0,0,0,0,0,0,0,1
15356,1,0,0,0,0,0,0,0,1
15360,1,0,0,0,0,0,0,0,1
15364,1,0,0,0,0,0,0,0,1
15368,1,0,0,0,0,0,0,0,1
15372,1,0,0,0,0,0,0,0,1
15376,1,0,0,0,0,0,0,0,1
15380,1,0,0,0,0,0,0,0,1
15384,1,0,0,0,0,0,0,0,1
15388,1,0,0,0,0,0,0,0,1
15392,1,0,0,0,0,0,0,0,1
15396,1,0,0,0,0,0,0,0,1
15400,1,0,0,0,0,0,0,0,1
15404,1,0,0,0,0,0,0,0,1
15408,1,0,0,0,0,0,0,0,1
15412,1,0,0,0,0,0,0,0,1
15416,1,0,0,0,0,0,0,0,1
15420,1,0,0,0,0,0,0,0,1
15424,1,0,0,0,0,0,0,0,1
15428,1,0,0,0,0,0,0,0,1
15432,1,0,0,0,0,0,0,0,1
15436,1,0,0,0,0,0,0,0,1
15440,1,0,0,0,0,0,0,0,1
15444,1,0,0,0,0,0,0,0,1
15448,1,0,0,0,0,0,0,0,1
15452,1,0,0,0,0,0,0,0,1
15456,1,0,0,0,0,0,0,0,1
15460,1,0,0,0,0,0,0,0,1
15464,1,0,0,0,0,0,0,0,1
15468,1,0,0,0,0,0,0,0,1
15472,1,0,0,0,0,0,0,0,1
15476,1,0,0,0,0,0,0,0,1
15480,1,0,0,0,0,0,0,0,1
15484,1,0,0,0,0,0,0,0,1
15488,1,0,0,0,0,0,0,0,1
15492,1,0,0,0,0,0,0,0,1
15496,1,0,0,0,0,0,0,0,1
15500,1,0,0,0,0,0,0,0,1
15504,1,0,0,0,0,0,0,0,1
15508,1,0,0,0,0,0,0,0,1
15512,1,0,0,0,0,0,0,0,1
15516,1,0,0,0,0,0,0,0,1
15520,1,0,0,0,0,0,0,0,1
15524,1,0,0,0,0,0,0,0,1
15528,1,0,0,0,0,0,0,0,1
15532,1,0,0,0,0,0,0,0,1
15536,1,0,0,0,0,0,0,0,1
15540,1,0,0,0,0,0,0,0,1
15544,1,0,0,0,0,0,0,0,1
15548,1,0,0,0,0,0,0,0,1
15552,1,0,0,0,0,0,0,0,1
15556,1,0,0,0,0,0,0,0,1
15560,1,0,0,0,0,0,0,0,1
15564,1,0,0,0,0,0,0,0,1
15568,1,0,0,0,0,0,0,0,1
15572,1,0,0,0,0,0,0,0,1
15576,1,0,0,0,0,0,0,0,1
15580,1,0,0,0,0,0,0,0,1
15584,1,0,0,0,0,0,0,0,1
15588,1,0,0,0,0,0,0,0,1
15592,1,0,0,0,0,0,0,0,1
15596,1,0,0,0,0,0,0,0,1
15600,1,0,0,0,0,0,0,0,1
15604,1,0,0,0,0,0,0,0,1
15608,1,0,0,0,0,0,0,0,1
15612,1,0,0,0,0,0,0,0,1
15616,1,0,0,0,0,0,0,0,1
15620,1,0,0,0,0,0,0,0,1
15624,1,0,0,0,0,0,0,0,1
15628,1,0,0,0,0,0,0,0,1
15632,1,0,0,0,0,0,0,0,1
15636,1,0,0,0,0,0,0,0,1
15640,1,0,0,0,0,0,0,0,1
15644,1,0,0,0,0,0,0,0,1
15648,1,0,0,0,0,0,0,0,1
15652,1,0,0,0,0,0,0,0,1
15656,1,0,0,0,0,0,0,0,1
15660,1,0,0,0,0,0,0,0,1
15664,1,0,0,0,0,0,0,0,1
15668,1,0,0,0,0,0,0,0,1
15672,1,0,0,0,0,0,0,0,1
15676,1,0,0,0,0,0,0,0,1
15680,1,0,0,0,0,0,0,0,1
15684,1,0,0,0,0,0,0,0,1
15688,1,0,0,0,0,0,0,0,1
15692,1,0,0,0,0,0,0,0,1
15696,1,0,0,0,0,0,0,0,1
15700,1,0,0,0,0,0,0,0,1
15704,1,0,0,0,0,0,0,0,1
15708,1,0,0,0,0,0,0,0,1
15712,1,0,0,0,0,0,0,0,1
15716,1,0,0,0,0,0,0,0,1
15720,1,0,0,0,0,0,0,0,1
15724,1,0,0,0,0,0,0,0,1
15728,1,0,0,0,0,0,0,0,1
15732,1,0,0,0,0,0,0,0,1
15736,1,0,0,0,0,0,0,0,1
15740,1,0,0,0,0,0,0,0,1
15744,1,0,0,0,0,0,0,0,1
15748,1,0,0,0,0,0,0,0,1
15752,1,0,0,0,0,0,0,0,1
15756,1,0,0,0,0,0,0,0,1
15760,1,0,0,0,0,0,0,0,1
15764,1,0,0,0,0,0,0,0,1
15768,1,0,0,0,0,0,0,0,1
15772,1,0,0,0,0,0,0,0,1
15776,1,0,0,0,0,0,0,0,1
15780,1,0,0,0,0,0,0,0,1
15784,1,0,0,0,0,0,0,0,1
15788,1,0,0,0,0,0,0,0,1
15792,1,0,0,0,0,0,0,0,1
15796,1,0,0,0,0,0,0,0,1
15800,1,0,0,0,0,0,0,0,1
15804,1,0,0,0,0,0,0,0,1
15808,1,0,0,0,0,0,0,0,1
15812,1,0,0,0,0,0,0,0,1
15816,1,0,0,0,0,0,0,0,1
15820,1,0,0,0,0,0,0,0,1
15824,1,0,0,0,0,0,0,0,1
15828,1,0,0,0,0,0,0,0,1
15832,1,0,0,0,0,0,0,0,1
15836,1,0,0,0,0,0,0,0,1
15840,1,0,0,0,0,0,0,0,1
15844,1,0,0,0,0,0,0,0,1
15848,1,0,0,0,0,0,0,0,1
15852,1,0,0,0,0,0,0,0,1
15856,1,0,0,0,0,0,0,0,1
15860,1,0,0,0,0,0,0,0,1
15864,1,0,0,0,0,0,0,0,1
15868,1,0,0,0,0,0,0,0,1
15872,1,0,0,0,0,0,0,0,1
15876,1,0,0,0,0,0,0,0,1
15880,1,0,0,0,0,0,0,0,1
15884,1,0,0,0,0,0,0,0,1
15888,1,0,0,0,0,0,0,0,1
15892,1,0,0,0,0,0,0,0,1
15896,1,0,0,0,0,0,0,0,1
15900,1,0,0,0,0,0,0,0,1
15904,1,0,0,0,0,0,0,0,1
15908,1,0,0,0,0,0,0,0,1
15912,1,0,0,0,0,0,0,0,1
15916,1,0,0,0,0,0,0,0,1
15920,1,0,0,0,0,0,0,0,1
15924,1,0,0,0,0,0,0,0,1
15928,1,0,0,0,0,0,0,0,1
15932,1,0,0,0,0,0,0,0,1
15936,1,0,0,0,0,0,0,0,1
15940,1,0,0,0,0,0,0,0,1
15944,1,0,0,0,0,0,0,0,1
15948,1,0,0,0,0,0,0,0,1
15952,1,0,0,0,0,0,0,0,1
15956,1,0,0,0,0,0,0,0,1
15960,1,0,0,0,0,0,0,0,1
15964,1,0,0,0,0,0,0,0,1
15968,1,0,0,0,0,0,0,0,1
15972,1,0,0,0,0,0,0,0,1
15976,1,0,0,0,0,0,0,0,1
15980,1,0,0,0,0,0,0,0,1
15984,1,0,0,0,0,0,0,0,1
15988,1,0,0,0,0,0,0,0,1
15992,1,0,0,0,0,0,0,0,1
15996,1,0,0,0,0,0,0,0,1
16000,1,0,0,0,0,0,0,0,1
16004,1,0,0,0,0,0,0,0,1
16008,1,0,0,0,0,0,0,0,1
16012,1,0,0,0,0,0,0,0,1
16016,1,0,0,0,0,0,0,0,1
16020,1,0,0,0,0,0,0,0,1
16024,1,0,0,0,0,0,0,0,1
16028,1,0,0,0,0,0,0,0,1
16032,1,0,0,0,0,0,0,0,1
16036,1,0,0,0,0,0,0,0,1
16040,1,0,0,0,0,0,0,0,1
16044,1,0,0,0,0,0,0,0,1
16048,1,0,0,0,0,0,0,0,1
16052,1,0,0,0,0,0,0,0,1
16056,1,0,0,0,0,0,0,0,1
16060,1,0,0,0,0,0,0,0,1
16064,1,0,0,0,0,0,0,0,1
16068,1,0,0,0,0,0,0,0,1
16072,1,0,0,0,0,0,0,0,1
16076,1,0,0,0,0,0,0,0,1
16080,1,0,0,0,0,0,0,0,1
16084,1,0,0,0,0,0,0,0,1
16088,1,0,0,0,0,0,0,0,1
16092,1,0,0,0,0,0,0,0,1
16096,1,0,0,0,0,0,0,0,1
16100,1,0,0,0,0,0,0,0,1
16104,1,0,0,0,0,0,0,0,1
16108,1,0,0,0,0,0,0,0,1
16112,1,0,0,0,0,0,0,0,1
16116,1,0,0,0,0,0,0,0,1
16120,1,0,0,0,0,0,0,0,1
16124,1,0,0,0,0,0,0,0,1
16128,1,0,0,0,0,0,0,0,1
16132,1,0,0,0,0,0,0,0,1
16136,1,0,0,0,0,0,0,0,1
16140,1,0,0,0,0,0,0,0,1
16144,1,0,0,0,0,0,0,0,1
16148,1,0,0,0,0,0,0,0,1
16152,1,0,0,0,0,0,0,0,1
16156,1,0,0,0,0,0,0,0,1
16160,1,0,0,0,0,0,0,0,1
16164,1,0,0,0,0,0,0,0,1
16168,1,0,0,0,0,0,0,0,1
16172,1,0,0,0,0,0,0,0,1
16176,1,0,0,0,0,0,0,0,1
16180,1,0,0,0,0,0,0,0,1
16184,1,0,0,0,0,0,0,0,1
16188,1,0,0,0,0,0,0,0,1
16192,1,0,0,0,0,0,0,0,1
16196,1,0,0,0,0,0,0,0,1
16200,1,0,0,0,0,0,0,0,1
16204,1,0,0,0,0,0,0,0,1
16208,1,0,0,0,0,0,0,0,1
16212,1,0,0,0,0,0,0,0,1
16216,1,0,0,0,0,0,0,0,1
16220,1,0,0,0,0,0,0,0,1
16224,1,0,0,0,0,0,0,0,1
16228,1,0,0,0,0,0,0,0,1
16232,1,0,0,0,0,0,0,0,1
16236,1,0,0,0,0,0,0,0,1
16240,1,0,0,0,0,0,0,0,1
16244,1,0,0,0,0,0,0,0,1
16248,1,0,0,0,0,0,0,0,1
16252,1,0,0,0,0,0,0,0,1
16256,1,0,0,0,0,0,0,0,1
16260,1,0,0,0,0,0,0,0,1
16264,1,0,0,0,0,0,0,0,1
16268,1,0,0,0,0,0,0,0,1
16272,1,0,0,0,0,0,0,0,1
16276,1,0,0,0,0,0,0,0,1
16280,1,0,0,0,0,0,0,0,1
16284,1,0,0,0,0,0,0,0,1
16288,1,0,0,0,0,0,0,0,1
16292,1,0,0,0,0,0,0,0,1
16296,1,0,0,0,0,0,0,0,1
16300,1,0,0,0,0,0,0,0,1
16304,1,0,0,0,0,0,0,0,1
16308,1,0,0,0,0,0,0,0,1
16312,1,0,0,0,0,0,0,0,1
16316,1,0,0,0,0,0,0,0,1
16320,1,0,0,0,0,0,0,0,1
16324,1,0,0,0,0,0,0,0,1
16328,1,0,0,0,0,0,0,0,1
16332,1,0,0,0,0,0,0,0,1
16336,1,0,0,0,0,0,0,0,1
16340,1,0,0,0,0,0,0,0,1
16344,1,0,0,0,0,0,0,0,1
16348,1,0,0,0,0,0,0,0,1
16352,1,0,0,0,0,0,0,0,1
16356,1,0,0,0,0,0,0,0,1
16360,1,0,0,0,0,0,0,0,1
16364,1,0,0,0,0,0,0,0,1
16368,1,0,0,0,0,0,0,0,1
16372,1,0,0,0,0,0,0,0,1
16376,1,0,0,0,0,0,0,0,1
16380,1,0,0,0,0,0,0,0,1
16384,1,0,0,0,0,0,0,0,1
16388,1,0,0,0,0,0,0,0,1
16392,1,0,0,0,0,0,0,0,1
16396,1,0,0,0,0,0,0,0,1
16400,1,0,0,0,0,0,0,0,1
16404,1,0,0,0,0,0,0,0,1
16408,1,0,0,0,0,0,0,0,1
16412,1,0,0,0,0,0,0,0,1
16416,1,0,0,0,0,0,0,0,1
16420,1,0,0,0,0,0,0,0,1
16424,1,0,0,0,0,0,0,0,1
16428,1,0,0,0,0,0,0,0,1
16432,1,0,0,0,0,0,0,0,1
16436,1,0,0,0,0,0,0,0,1
16440,1,0,0,0,0,0,0,0,1
16444,1,0,0,0,0,0,0,0,1
16448,1,0,0,0,0,0,0,0,1
16452,1,0,0,0,0,0,0,0,1
16456,1,0,0,0,0,0,0,0,1
16460,1,0,0,0,0,0,0,0,1
16464,1,0,0,0,0,0,0,0,1
16468,1,0,0,0,0,0,0,0,1
16472,1,0,0,0,0,0,0,0,1
16476,1,0,0,0,0,0,0,0,1
16480,1,0,0,0,0,0,0,0,1
16484,1,0,0,0,0,0,0,0,1
16488,1,0,0,0,0,0,0,0,1
16492,1,0,0,0,0,0,0,0,1
16496,1,0,0,0,0,0,0,0,1
16500,1,0,0,0,0,0,0,0,1
16504,1,0,0,0,0,0,0,0,1
16508,1,0,0,0,0,0,0,0,1
16512,1,0,0,0,0,0,0,0,1
16516,1,0,0,0,0,0,0,0,1
16520,1,0,0,0,0,0,0,0,1
16524,1,0,0,0,0,0,0,0,1
16528,1,0,0,0,0,0,0,0,1
16532,1,0,0,0,0,0,0,0,1
16536,1,0,0,0,0,0,0,0,1
16540,1,0,0,0,0,0,0,0,1
16544,1,0,0,0,0,0,0,0,1
16548,1,0,0,0,0,0,0,0,1
16552,1,0,0,0,0,0,0,0,1
16556,1,0,0,0,0,0,0,0,1
16560,1,0,0,0,0,0,0,0,1
16564,1,0,0,0,0,0,0,0,1
16568,1,0,0,0,0,0,0,0,1
16572,1,0,0,0,0,0,0,0,1
16576,1,0,0,0,0,0,0,0,1
16580,1,0,0,0,0,0,0,0,1
16584,1,0,0,0,0,0,0,0,1
16588,1,0,0,0,0,0,0,0,1
16592,1,0,0,0,0,0,0,0,1
16596,1,0,0,0,0,0,0,0,1
16600,1,0,0,0,0,0,0,0,1
16604,1,0,0,0,0,0,0,0,1
16608,1,0,0,0,0,0,0,0,1
16612,1,0,0,0,0,0,0,0,1
16616,1,0,0,0,0,0,0,0,1
16620,1,0,0,0,0,0,0,0,1
16624,1,0,0,0,0,0,0,0,1
16628,1,0,0,0,0,0,0,0,1
16632,1,0,0,0,0,0,0,0,1
16636,1,0,0,0,0,0,0,0,1
16640,1,0,0,0,0,0,0,0,1
16644,1,0,0,0,0,0,0,0,1
16648,1,0,0,0,0,0,0,0,1
16652,1,0,0,0,0,0,0,0,1
16656,1,0,0,0,0,0,0,0,1
16660,1,0,0,0,0,0,0,0,1
16664,1,0,0,0,0,0,0,0,1
16668,1,0,0,0,0,0,0,0,1
16672,1,0,0,0,0,0,0,0,1
16676,1,0,0,0,0,0,0,0,1
16680,1,0,0,0,0,0,0,0,1
16684,1,0,0,0,0,0,0,0,1
16688,1,0,0,0,0,0,0,0,1
16692,1,0,0,0,0,0,0,0,1
16696,1,0,0,0,0,0,0,0,1
16700,1,0,0,0,0,0,0,0,1
16704,1,0,0,0,0,0,0,0,1
16708,1,0,0,0,0,0,0,0,1
16712,1,0,0,0,0,0,0,0,1
16716,1,0,0,0,0,0,0,0,1
16720,1,0,0,0,0,0,0,0,1
16724,1,0,0,0,0,0,0,0,1
16728,1,0,0,0,0,0,0,0,1
16732,1,0,0,0,0,0,0,0,1
16736,1,0,0,0,0,0,0,0,1
16740,1,0,0,0,0,0,0,0,1
16744,1,0,0,0,0,0,0,0,1
16748,1,0,0,0,0,0,0,0,1
16752,1,0,0,0,0,0,0,0,1
16756,1,0,0,0,0,0,0,0,1
16760,1,0,0,0,0,0,0,0,1
16764,1,0,0,0,0,0,0,0,1
16768,1,0,0,0,0,0,0,0,1
16772,1,0,0,0,0,0,0,0,1
16776,1,0,0,0,0,0,0,0,1
16780,1,0,0,0,0,0,0,0,1
16784,1,0,0,0,0,0,0,0,1
16788,1,0,0,0,0,0,0,0,1
16792,1,0,0,0,0,0,0,0,1
16796,1,0,0,0,0,0,0,0,1
16800,1,0,0,0,0,0,0,0,1
16804,1,0,0,0,0,0,0,0,1
16808,1,0,0,0,0,0,0,0,1
16812,1,0,0,0,0,0,0,0,1
16816,1,0,0,0,0,0,0,0,1
16820,1,0,0,0,0,0,0,0,1
16824,1,0,0,0,0,0,0,0,1
16828,1,0,0,0,0,0,0,0,1
16832,1,0,0,0,0,0,0,0,1
16836,1,0,0,0,0,0,0,0,1
16840,1,0,0,0,0,0,0,0,1
16844,1,0,0,0,0,0,0,0,1
16848,1,0,0,0,0,0,0,0,1
16852,1,0,0,0,0,0,0,0,1
16856,1,0,0,0,0,0,0,0,1
16860,1,0,0,0,0,0,0,0,1
16864,1,0,0,0,0,0,0,0,1
16868,1,0,0,0,0,0,0,0,1
16872,1,0,0,0,0,0,0,0,1
16876,1,0,0,0,0,0,0,0,1
16880,1,0,0,0,0,0,0,0,1
16884,1,0,0,0,0,0,0,0,1
16888,1,0,0,0,0,0,0,0,1
16892,1,0,0,0,0,0,0,0,1
16896,1,0,0,0,0,0,0,0,1
16900,1,0,0,0,0,0,0,0,1
16904,1,0,0,0,0,0,0,0,1
16908,1,0,0,0,0,0,0,0,1
16912,1,0,0,0,0,0,0,0,1
16916,1,0,0,0,0,0,0,0,1
16920,1,0,0,0,0,0,0,0,1
16924,1,0,0,0,0,0,0,0,1
16928,1,0,0,0,0,0,0,0,1
16932,1,0,0,0,0,0,0,0,1
16936,1,0,0,0,0,0,0,0,1
16940,1,0,0,0,0,0,0,0,1
16944,1,0,0,0,0,0,0,0,1
16948,1,0,0,0,0,0,0,0,1
16952,1,0,0,0,0,0,0,0,1
16956,1,0,0,0,0,0,0,0,1
16960,1,0,0,0,0,0,0,0,1
16964,1,0,0,0,0,0,0,0,1
16968,1,0,0,0,0,0,0,0,1
16972,1,0,0,0,0,0,0,0,1
16976,1,0,0,0,0,0,0,0,1
16980,1,0,0,0,0,0,0,0,1
16984,1,0,0,0,0,0,0,0,1
16988,1,0,0,0,0,0,0,0,1
16992,1,0,0,0,0,0,0,0,1
16996,1,0,0,0,0,0,0,0,1
17000,1,0,0,0,0,0,0,0,1
17004,1,0,0,0,0,0,0,0,1
17008,1,0,0,0,0,0,0,0,1
17012,1,0,0,0,0,0,0,0,1
17016,1,0,0,0,0,0,0,0,1
17020,1,0,0,0,0,0,0,0,1
17024,1,0,0,0,0,0,0,0,1
17028,1,0,0,0,0,0,0,0,1
17032,1,0,0,0,0,0,0,0,1
17036,1,0,0,0,0,0,0,0,1
17040,1,0,0,0,0,0,0,0,1
17044,1,0,0,0,0,0,0,0,1
17048,1,0,0,0,0,0,0,0,1
17052,1,0,0,0,0,0,0,0,1
17056,1,0,0,0,0,0,0,0,1
17060,1,0,0,0,0,0,0,0,1
17064,1,0,0,0,0,0,0,0,1
17068,1,0,0,0,0,0,0,0,1
17072,1,0,0,0,0,0,0,0,1
17076,1,0,0,0,0,0,0,0,1
17080,1,0,0,0,0,0,0,0,1
17084,1,0,0,0,0,0,0,0,1
17088,1,0,0,0,0,0,0,0,1
17092,1,0,0,0,0,0,0,0,1
17096,1,0,0,0,0,0,0,0,1
17100,1,0,0,0,0,0,0,0,1
17104,1,0,0,0,0,0,0,0,1
17108,1,0,0,0,0,0,0,0,1
17112,1,0,0,0,0,0,0,0,1
17116,1,0,0,0,0,0,0,0,1
17120,1,0,0,0,0,0,0,0,1
17124,1,0,0,0,0,0,0,0,1
17128,1,0,0,0,0,0,0,0,1
17132,1,0,0,0,0,0,0,0,1
17136,1,0,0,0,0,0,0,0,1
17140,1,0,0,0,0,0,0,0,1
17144,1,0,0,0,0,0,0,0,1
17148,1,0,0,0,0,0,0,0,1
17152,1,0,0,0,0,0,0,0,1
17156,1,0,0,0,0,0,0,0,1
17160,1,0,0,0,0,0,0,0,1
17164,1,0,0,0,0,0,0,0,1
17168,1,0,0,0,0,0,0,0,1
17172,1,0,0,0,0,0,0,0,1
17176,1,0,0,0,0,0,0,0,1
17180,1,0,0,0,0,0,0,0,1
17184,1,0,0,0,0,0,0,0,1
17188,1,0,0,0,0,0,0,0,1
17192,1,0,0,0,0,0,0,0,1
17196,1,0,0,0,0,0,0,0,1
17200,1,0,0,0,0,0,0,0,1
17204,1,0,0,0,0,0,0,0,1
17208,1,0,0,0,0,0,0,0,1
17212,1,0,0,0,0,0,0,0,1
17216,1,0,0,0,0,0,0,0,1
17220,1,0,0,0,0,0,0,0,1
17224,1,0,0,0,0,0,0,0,1
17228,1,0,0,0,0,0,0,0,1
17232,1,0,0,0,0,0,0,0,1
17236,1,0,0,0,0,0,0,0,1
17240,1,0,0,0,0,0,0,0,1
17244,1,0,0,0,0,0,0,0,1
17248,1,0,0,0,0,0,0,0,1
17252,1,0,0,0,0,0,0,0,1
