time,DAC_vld,Tx_1bit,Tx_vld,Rx_1bit,Rx_tdata_1,Rx_tdata_0,Rx_tvalid,Rx_tlast,Rx_tuser
628,0,0,0,0,0,0,0,0,1
632,0,0,0,0,0,0,0,0,1
636,0,0,0,0,0,0,0,0,1
640,0,0,0,0,0,0,0,0,1
644,0,0,0,0,0,0,0,0,1
648,0,0,0,0,0,0,0,0,1
652,0,0,0,0,0,0,0,0,1
656,0,0,0,0,0,0,0,0,1
660,0,0,0,0,0,0,0,0,1
664,0,0,0,0,0,0,0,0,1
668,0,0,0,0,0,0,0,0,1
672,0,0,0,0,0,0,0,0,1
676,0,0,0,0,0,0,0,0,1
680,0,0,0,0,0,0,0,0,1
684,0,0,0,0,0,0,0,0,1
688,0,0,0,0,0,0,0,0,1
692,0,0,0,0,0,0,0,0,1
696,0,0,0,0,0,0,0,0,1
700,0,0,0,0,0,0,0,0,1
704,0,0,0,0,0,0,0,0,1
708,0,0,0,0,0,0,0,0,1
712,0,0,0,0,0,0,0,0,1
716,0,0,0,0,0,0,0,0,1
720,0,0,0,0,0,0,0,0,1
724,0,0,0,0,0,0,0,0,1
728,0,0,0,0,0,0,0,0,1
732,0,0,0,0,0,0,0,0,1
736,0,0,0,0,0,0,0,0,1
740,0,0,0,0,0,0,0,0,1
744,0,0,0,0,0,0,0,0,1
748,0,0,0,0,0,0,0,0,1
752,0,0,0,0,0,0,0,0,1
756,0,0,0,0,0,0,0,0,1
760,0,0,0,0,0,0,0,0,1
764,0,0,0,0,0,0,0,0,1
768,0,0,0,0,0,0,0,0,1
772,0,0,0,0,0,0,0,0,1
776,0,0,0,0,0,0,0,0,1
780,0,0,0,0,0,0,0,0,1
784,0,0,0,0,0,0,0,0,1
788,0,0,0,0,0,0,0,0,1
792,0,0,0,0,0,0,0,0,1
796,0,0,0,0,0,0,0,0,1
800,0,0,0,0,0,0,0,0,1
804,0,0,0,0,0,0,0,0,1
808,0,0,0,0,0,0,0,0,1
812,0,0,0,0,0,0,0,0,1
816,0,0,0,0,0,0,0,0,1
820,0,0,0,0,0,0,0,0,1
824,0,0,0,0,0,0,0,0,1
828,0,0,0,0,0,0,0,0,1
832,0,0,0,0,0,0,0,0,1
836,0,0,0,0,0,0,0,0,1
840,0,0,0,0,0,0,0,0,1
844,0,0,0,0,0,0,0,0,1
848,0,0,0,0,0,0,0,0,1
852,0,0,0,0,0,0,0,0,1
856,0,0,0,0,0,0,0,0,1
860,0,0,0,0,0,0,0,0,1
864,0,0,0,0,0,0,0,0,1
868,0,0,0,0,0,0,0,0,1
872,0,0,0,0,0,0,0,0,1
876,0,0,0,0,0,0,0,0,1
880,0,0,0,0,0,0,0,0,1
884,0,0,0,0,0,0,0,0,1
888,0,0,0,0,0,0,0,0,1
892,0,0,0,0,0,0,0,0,1
896,0,0,0,0,0,0,0,0,1
900,0,0,0,0,0,0,0,0,1
904,0,0,0,0,0,0,0,0,1
908,0,0,0,0,0,0,0,0,1
912,0,0,0,0,0,0,0,0,1
916,0,0,0,0,0,0,0,0,1
920,0,0,0,0,0,0,0,0,1
924,0,0,0,0,0,0,0,0,1
928,0,0,0,0,0,0,0,0,1
932,0,0,0,0,0,0,0,0,1
936,0,0,0,0,0,0,0,0,1
940,0,0,0,0,0,0,0,0,1
944,0,0,0,0,0,0,0,0,1
948,0,0,0,0,0,0,0,0,1
952,0,0,0,0,0,0,0,0,1
956,0,0,0,0,0,0,0,0,1
960,0,0,0,0,0,0,0,0,1
964,0,0,0,0,0,0,0,0,1
968,0,0,0,0,0,0,0,0,1
972,0,0,0,0,0,0,0,0,1
976,0,0,0,0,0,0,0,0,1
980,0,0,0,0,0,0,0,0,1
984,0,0,0,0,0,0,0,0,1
988,0,0,0,0,0,0,0,0,1
992,0,0,0,0,0,0,0,0,1
996,0,0,0,0,0,0,0,0,1
1000,0,0,0,0,0,0,0,0,1
1004,0,0,0,0,0,0,0,0,1
1008,0,0,0,0,0,0,0,0,1
1012,0,0,0,0,0,0,0,0,1
1016,0,0,0,0,0,0,0,0,1
1020,0,0,0,0,0,0,0,0,1
1024,0,0,0,0,0,0,0,0,1
1028,0,0,0,0,0,0,0,0,1
1032,0,0,0,0,0,0,0,0,1
1036,0,0,0,0,0,0,0,0,1
1040,0,0,0,0,0,0,0,0,1
1044,0,0,0,0,0,0,0,0,1
1048,0,0,0,0,0,0,0,0,1
1052,0,0,0,0,0,0,0,0,1
1056,0,0,0,0,0,0,0,0,1
1060,0,0,0,0,0,0,0,0,1
1064,0,0,0,0,0,0,0,0,1
1068,0,0,0,0,0,0,0,0,1
1072,0,0,0,0,0,0,0,0,1
1076,0,0,0,0,0,0,0,0,1
1080,0,0,0,0,0,0,0,0,1
1084,0,0,0,0,0,0,0,0,1
1088,0,0,0,0,0,0,0,0,1
1092,0,0,0,0,0,0,0,0,1
1096,0,0,0,0,0,0,0,0,1
1100,0,0,0,0,0,0,0,0,1
1104,0,0,0,0,0,0,0,0,1
1108,0,0,0,0,0,0,0,0,1
1112,0,0,0,0,0,0,0,0,1
1116,0,0,0,0,0,0,0,0,1
1120,0,0,0,0,0,0,0,0,1
1124,0,0,0,0,0,0,0,0,1
1128,0,0,0,0,0,0,0,0,1
1132,0,0,0,0,0,0,0,0,1
1136,0,0,0,0,0,0,0,0,1
1140,0,0,0,0,0,0,0,0,1
1144,0,0,0,0,0,0,0,0,1
1148,0,0,0,0,0,0,0,0,1
1152,0,0,0,0,0,0,0,0,1
1156,0,0,0,0,0,0,0,0,1
1160,0,0,0,0,0,0,0,0,1
1164,0,0,0,0,0,0,0,0,1
1168,0,0,0,0,0,0,0,0,1
1172,0,0,0,0,0,0,0,0,1
1176,0,0,0,0,0,0,0,0,1
1180,0,0,0,0,0,0,0,0,1
1184,0,0,0,0,0,0,0,0,1
1188,0,0,0,0,0,0,0,0,1
1192,0,0,0,0,0,0,0,0,1
1196,0,0,0,0,0,0,0,0,1
1200,0,0,0,0,0,0,0,0,1
1204,0,0,0,0,0,0,0,0,1
1208,0,0,0,0,0,0,0,0,1
1212,0,0,0,0,0,0,0,0,1
1216,0,0,0,0,0,0,0,0,1
1220,0,0,0,0,0,0,0,0,1
1224,0,0,0,0,0,0,0,0,1
1228,0,0,0,0,0,0,0,0,1
1232,0,0,0,0,0,0,0,0,1
1236,0,0,0,0,0,0,0,0,1
1240,0,0,0,0,0,0,0,0,1
1244,0,0,0,0,0,0,0,0,1
1248,0,0,0,0,0,0,0,0,1
1252,0,0,0,0,0,0,0,0,1
1256,0,0,0,0,0,0,0,0,1
1260,0,0,0,0,0,0,0,0,1
1264,0,0,0,0,0,0,0,0,1
1268,0,0,0,0,0,0,0,0,1
1272,0,0,0,0,0,0,0,0,1
1276,0,0,0,0,0,0,0,0,1
1280,0,0,0,0,0,0,0,0,1
1284,0,0,0,0,0,0,0,0,1
1288,0,0,0,0,0,0,0,0,1
1292,0,0,0,0,0,0,0,0,1
1296,0,0,0,0,0,0,0,0,1
1300,0,0,0,0,0,0,0,0,1
1304,0,0,0,0,0,0,0,0,1
1308,0,0,0,0,0,0,0,0,1
1312,0,0,0,0,0,0,0,0,1
1316,0,0,0,0,0,0,0,0,1
1320,0,0,0,0,0,0,0,0,1
1324,0,0,0,0,0,0,0,0,1
1328,0,0,0,0,0,0,0,0,1
1332,0,0,0,0,0,0,0,0,1
1336,0,0,0,0,0,0,0,0,1
1340,0,0,0,0,0,0,0,0,1
1344,0,0,0,0,0,0,0,0,1
1348,0,0,0,0,0,0,0,0,1
1352,0,0,0,0,0,0,0,0,1
1356,0,0,0,0,0,0,0,0,1
1360,0,0,0,0,0,0,0,0,1
1364,0,0,0,0,0,0,0,0,1
1368,0,0,0,0,0,0,0,0,1
1372,0,0,0,0,0,0,0,0,1
1376,0,0,0,0,0,0,0,0,1
1380,0,0,0,0,0,0,0,0,1
1384,0,0,0,0,0,0,0,0,1
1388,0,0,0,0,0,0,0,0,1
1392,0,0,0,0,0,0,0,0,1
1396,0,0,0,0,0,0,0,0,1
1400,0,0,0,0,0,0,0,0,1
1404,0,0,0,0,0,0,0,0,1
1408,0,0,0,0,0,0,0,0,1
1412,0,0,0,0,0,0,0,0,1
1416,0,0,0,0,0,0,0,0,1
1420,0,0,0,0,0,0,0,0,1
1424,0,0,0,0,0,0,0,0,1
1428,0,0,0,0,0,0,0,0,1
1432,0,0,0,0,0,0,0,0,1
1436,0,0,0,0,0,0,0,0,1
1440,0,0,0,0,0,0,0,0,1
1444,0,0,0,0,0,0,0,0,1
1448,0,0,0,0,0,0,0,0,1
1452,0,0,0,0,0,0,0,0,1
1456,0,0,0,0,0,0,0,0,1
1460,0,0,0,0,0,0,0,0,1
1464,0,0,0,0,0,0,0,0,1
1468,0,0,0,0,0,0,0,0,1
1472,0,0,0,0,0,0,0,0,1
1476,0,0,0,0,0,0,0,0,1
1480,0,0,0,0,0,0,0,0,1
1484,0,0,0,0,0,0,0,0,1
1488,0,0,0,0,0,0,0,0,1
1492,0,0,0,0,0,0,0,0,1
1496,0,0,0,0,0,0,0,0,1
1500,0,0,0,0,0,0,0,0,1
1504,0,0,0,0,0,0,0,0,1
1508,0,0,0,0,0,0,0,0,1
1512,0,0,0,0,0,0,0,0,1
1516,0,0,0,0,0,0,0,0,1
1520,0,0,0,0,0,0,0,0,1
1524,0,0,0,0,0,0,0,0,1
1528,0,0,0,0,0,0,0,0,1
1532,0,0,0,0,0,0,0,0,1
1536,0,0,0,0,0,0,0,0,1
1540,0,0,0,0,0,0,0,0,1
1544,0,0,0,0,0,0,0,0,1
1548,0,0,0,0,0,0,0,0,1
1552,0,0,0,0,0,0,0,0,1
1556,0,0,0,0,0,0,0,0,1
1560,0,0,0,0,0,0,0,0,1
1564,0,0,0,0,0,0,0,0,1
1568,0,0,0,0,0,0,0,0,1
1572,0,0,0,0,0,0,0,0,1
1576,0,0,0,0,0,0,0,0,1
1580,0,0,0,0,0,0,0,0,1
1584,0,0,0,0,0,0,0,0,1
1588,0,0,0,0,0,0,0,0,1
1592,0,0,0,0,0,0,0,0,1
1596,0,0,0,0,0,0,0,0,1
1600,0,0,0,0,0,0,0,0,1
1604,0,0,0,0,0,0,0,0,1
1608,0,0,0,0,0,0,0,0,1
1612,0,0,0,0,0,0,0,0,1
1616,0,0,0,0,0,0,0,0,1
1620,0,0,0,0,0,0,0,0,1
1624,0,0,0,0,0,0,0,0,1
1628,0,0,0,0,0,0,0,0,1
1632,0,0,0,0,0,0,0,0,1
1636,0,0,0,0,0,0,0,0,1
1640,0,0,0,0,0,0,0,0,1
1644,0,0,0,0,0,0,0,0,1
1648,0,0,0,0,0,0,0,0,1
1652,0,0,0,0,0,0,0,0,1
1656,0,0,0,0,0,0,0,0,1
1660,0,0,0,0,0,0,0,0,1
1664,0,0,0,0,0,0,0,0,1
1668,0,0,0,0,0,0,0,0,1
1672,0,0,0,0,0,0,0,0,1
1676,0,0,0,0,0,0,0,0,1
1680,0,0,0,0,0,0,0,0,1
1684,0,0,0,0,0,0,0,0,1
1688,0,0,0,0,0,0,0,0,1
1692,0,0,0,0,0,0,0,0,1
1696,0,0,0,0,0,0,0,0,1
1700,0,0,0,0,0,0,0,0,1
1704,0,0,0,0,0,0,0,0,1
1708,0,0,0,0,0,0,0,0,1
1712,0,0,0,0,0,0,0,0,1
1716,0,0,0,0,0,0,0,0,1
1720,0,0,0,0,0,0,0,0,1
1724,0,0,0,0,0,0,0,0,1
1728,0,0,0,0,0,0,0,0,1
1732,0,0,0,0,0,0,0,0,1
1736,0,0,0,0,0,0,0,0,1
1740,0,0,0,0,0,0,0,0,1
1744,0,0,0,0,0,0,0,0,1
1748,0,0,0,0,0,0,0,0,1
1752,0,0,0,0,0,0,0,0,1
1756,0,0,0,0,0,0,0,0,1
1760,0,0,0,0,0,0,0,0,1
1764,0,0,0,0,0,0,0,0,1
1768,0,0,0,0,0,0,0,0,1
1772,0,0,0,0,0,0,0,0,1
1776,0,0,0,0,0,0,0,0,1
1780,0,0,0,0,0,0,0,0,1
1784,0,0,0,0,0,0,0,0,1
1788,0,0,0,0,0,0,0,0,1
1792,0,0,0,0,0,0,0,0,1
1796,0,0,0,0,0,0,0,0,1
1800,0,0,0,0,0,0,0,0,1
1804,0,0,0,0,0,0,0,0,1
1808,0,0,0,0,0,0,0,0,1
1812,0,0,0,0,0,0,0,0,1
1816,0,0,0,0,0,0,0,0,1
1820,0,0,0,0,0,0,0,0,1
1824,0,0,0,0,0,0,0,0,1
1828,0,0,0,0,0,0,0,0,1
1832,0,0,0,0,0,0,0,0,1
1836,0,0,0,0,0,0,0,0,1
1840,0,0,0,0,0,0,0,0,1
1844,0,0,0,0,0,0,0,0,1
1848,0,0,0,0,0,0,0,0,1
1852,0,0,0,0,0,0,0,0,1
1856,0,0,0,0,0,0,0,0,1
1860,0,0,0,0,0,0,0,0,1
1864,0,0,0,0,0,0,0,0,1
1868,0,0,0,0,0,0,0,0,1
1872,0,0,0,0,0,0,0,0,1
1876,0,0,0,0,0,0,0,0,1
1880,0,0,0,0,0,0,0,0,1
1884,0,0,0,0,0,0,0,0,1
1888,0,0,0,0,0,0,0,0,1
1892,0,0,0,0,0,0,0,0,1
1896,1,0,0,0,0,0,0,0,1
1900,1,0,0,0,0,0,0,0,1
1904,1,0,0,0,0,0,0,0,1
1908,1,0,0,0,0,0,0,0,1
1912,1,0,0,0,0,0,0,0,1
1916,1,0,0,0,0,0,0,0,1
1920,1,0,0,0,0,0,0,0,1
1924,1,0,0,0,0,0,0,0,1
1928,1,0,0,0,0,0,0,0,1
1932,1,0,0,0,0,0,0,0,1
1936,1,0,0,0,0,0,0,0,1
1940,1,0,0,0,0,0,0,0,1
1944,1,0,0,0,0,0,0,0,1
1948,1,0,0,0,0,0,0,0,1
1952,1,0,0,0,0,0,0,0,1
1956,1,0,0,0,0,0,0,0,1
1960,1,0,0,0,0,0,0,0,1
1964,1,0,0,0,0,0,0,0,1
1968,1,0,0,0,0,0,0,0,1
1972,1,0,0,0,0,0,0,0,1
1976,1,0,0,0,0,0,0,0,1
1980,1,0,0,0,0,0,0,0,1
1984,1,0,0,0,0,0,0,0,1
1988,1,0,0,0,0,0,0,0,1
1992,1,0,0,0,0,0,0,0,1
1996,1,0,0,0,0,0,0,0,1
2000,1,0,0,0,0,0,0,0,1
2004,1,0,0,0,0,0,0,0,1
2008,1,0,0,0,0,0,0,0,1
2012,1,0,0,0,0,0,0,0,1
2016,1,0,0,0,0,0,0,0,1
2020,1,0,0,0,0,0,0,0,1
2024,1,0,0,0,0,0,0,0,1
2028,1,0,0,0,0,0,0,0,1
2032,1,0,0,0,0,0,0,0,1
2036,1,0,0,0,0,0,0,0,1
2040,1,0,0,0,0,0,0,0,1
2044,1,0,0,0,0,0,0,0,1
2048,1,0,0,0,0,0,0,0,1
2052,1,0,0,0,0,0,0,0,1
2056,1,0,0,0,0,0,0,0,1
2060,1,0,0,0,0,0,0,0,1
2064,1,0,0,0,0,0,0,0,1
2068,1,0,0,0,0,0,0,0,1
2072,1,0,0,0,0,0,0,0,1
2076,1,0,0,0,0,0,0,0,1
2080,1,0,0,0,0,0,0,0,1
2084,1,0,0,0,0,0,0,0,1
2088,1,0,0,0,0,0,0,0,1
2092,1,0,0,0,0,0,0,0,1
2096,1,0,0,0,0,0,0,0,1
2100,1,0,0,0,0,0,0,0,1
2104,1,0,0,0,0,0,0,0,1
2108,1,0,0,0,0,0,0,0,1
2112,1,0,0,0,0,0,0,0,1
2116,1,0,0,0,0,0,0,0,1
2120,1,0,0,0,0,0,0,0,1
2124,1,0,0,0,0,0,0,0,1
2128,1,0,0,0,0,0,0,0,1
2132,1,0,0,0,0,0,0,0,1
2136,1,0,0,0,0,0,0,0,1
2140,1,0,0,0,0,0,0,0,1
2144,1,0,0,0,0,0,0,0,1
2148,1,0,0,0,0,0,0,0,1
2152,1,0,0,0,0,0,0,0,1
2156,1,0,0,0,0,0,0,0,1
2160,1,0,0,0,0,0,0,0,1
2164,1,0,0,0,0,0,0,0,1
2168,1,0,0,0,0,0,0,0,1
2172,1,0,0,0,0,0,0,0,1
2176,1,0,0,0,0,0,0,0,1
2180,1,0,0,0,0,0,0,0,1
2184,1,0,0,0,0,0,0,0,1
2188,1,0,0,0,0,0,0,0,1
2192,1,0,0,0,0,0,0,0,1
2196,1,0,0,0,0,0,0,0,1
2200,1,0,0,0,0,0,0,0,1
2204,1,0,0,0,0,0,0,0,1
2208,1,0,0,0,0,0,0,0,1
2212,1,0,0,0,0,0,0,0,1
2216,1,0,0,0,0,0,0,0,1
2220,1,0,0,0,0,0,0,0,1
2224,1,0,0,0,0,0,0,0,1
2228,1,0,0,0,0,0,0,0,1
2232,1,0,0,0,0,0,0,0,1
2236,1,0,0,0,0,0,0,0,1
2240,1,0,0,0,0,0,0,0,1
2244,1,0,0,0,0,0,0,0,1
2248,1,0,0,0,0,0,0,0,1
2252,1,0,0,0,0,0,0,0,1
2256,1,0,0,0,0,0,0,0,1
2260,1,0,0,0,0,0,0,0,1
2264,1,0,0,0,0,0,0,0,1
2268,1,0,0,0,0,0,0,0,1
2272,1,0,0,0,0,0,0,0,1
2276,1,0,0,0,0,0,0,0,1
2280,1,0,0,0,0,0,0,0,1
2284,1,0,0,0,0,0,0,0,1
2288,1,0,0,0,0,0,0,0,1
2292,1,0,0,0,0,0,0,0,1
2296,1,0,0,0,0,0,0,0,1
2300,1,0,0,0,0,0,0,0,1
2304,1,0,0,0,0,0,0,0,1
2308,1,0,0,0,0,0,0,0,1
2312,1,0,0,0,0,0,0,0,1
2316,1,0,0,0,0,0,0,0,1
2320,1,0,0,0,0,0,0,0,1
2324,1,0,0,0,0,0,0,0,1
2328,1,0,0,0,0,0,0,0,1
2332,1,0,0,0,0,0,0,0,1
2336,1,0,0,0,0,0,0,0,1
2340,1,0,0,0,0,0,0,0,1
2344,1,0,0,0,0,0,0,0,1
2348,1,0,0,0,0,0,0,0,1
2352,1,0,0,0,0,0,0,0,1
2356,1,0,0,0,0,0,0,0,1
2360,1,0,0,0,0,0,0,0,1
2364,1,0,0,0,0,0,0,0,1
2368,1,0,0,0,0,0,0,0,1
2372,1,0,0,0,0,0,0,0,1
2376,1,0,0,0,0,0,0,0,1
2380,1,0,0,0,0,0,0,0,1
2384,1,0,0,0,0,0,0,0,1
2388,1,0,0,0,0,0,0,0,1
2392,1,0,0,0,0,0,0,0,1
2396,1,0,0,0,0,0,0,0,1
2400,1,0,0,0,0,0,0,0,1
2404,1,0,0,0,0,0,0,0,1
2408,1,0,0,0,0,0,0,0,1
2412,1,0,0,0,0,0,0,0,1
2416,1,0,0,0,0,0,0,0,1
2420,1,0,0,0,0,0,0,0,1
2424,1,0,0,0,0,0,0,0,1
2428,1,0,0,0,0,0,0,0,1
2432,1,0,0,0,0,0,0,0,1
2436,1,0,0,0,0,0,0,0,1
2440,1,0,0,0,0,0,0,0,1
2444,1,0,0,0,0,0,0,0,1
2448,1,0,0,0,0,0,0,0,1
2452,1,0,0,0,0,0,0,0,1
2456,1,0,0,0,0,0,0,0,1
2460,1,0,0,0,0,0,0,0,1
2464,1,0,0,0,0,0,0,0,1
2468,1,0,0,0,0,0,0,0,1
2472,1,0,0,0,0,0,0,0,1
2476,1,0,0,0,0,0,0,0,1
2480,1,0,0,0,0,0,0,0,1
2484,1,0,0,0,0,0,0,0,1
2488,1,0,0,0,0,0,0,0,1
2492,1,0,0,0,0,0,0,0,1
2496,1,0,0,0,0,0,0,0,1
2500,1,0,0,0,0,0,0,0,1
2504,1,0,0,0,0,0,0,0,1
2508,1,0,0,0,0,0,0,0,1
2512,1,0,0,0,0,0,0,0,1
2516,1,0,0,0,0,0,0,0,1
2520,1,0,0,0,0,0,0,0,1
2524,1,0,0,0,0,0,0,0,1
2528,1,0,0,0,0,0,0,0,1
2532,1,0,0,0,0,0,0,0,1
2536,1,0,0,0,0,0,0,0,1
2540,1,0,0,0,0,0,0,0,1
2544,1,0,0,0,0,0,0,0,1
2548,1,0,0,0,0,0,0,0,1
2552,1,0,0,0,0,0,0,0,1
2556,1,0,0,0,0,0,0,0,1
2560,1,0,0,0,0,0,0,0,1
2564,1,0,0,0,0,0,0,0,1
2568,1,0,0,0,0,0,0,0,1
2572,1,0,0,0,0,0,0,0,1
2576,1,0,0,0,0,0,0,0,1
2580,1,0,0,0,0,0,0,0,1
2584,1,0,0,0,0,0,0,0,1
2588,1,0,0,0,0,0,0,0,1
2592,1,0,0,0,0,0,0,0,1
2596,1,0,0,0,0,0,0,0,1
2600,1,0,0,0,0,0,0,0,1
2604,1,0,0,0,0,0,0,0,1
2608,1,0,0,0,0,0,0,0,1
2612,1,0,0,0,0,0,0,0,1
2616,1,0,0,0,0,0,0,0,1
2620,1,0,0,0,0,0,0,0,1
2624,1,0,0,0,0,0,0,0,1
2628,1,0,0,0,0,0,0,0,1
2632,1,0,0,0,0,0,0,0,1
2636,1,0,0,0,0,0,0,0,1
2640,1,0,0,0,0,0,0,0,1
2644,1,0,0,0,0,0,0,0,1
2648,1,0,0,0,0,0,0,0,1
2652,1,0,0,0,0,0,0,0,1
2656,1,0,0,0,0,0,0,0,1
2660,1,0,0,0,0,0,0,0,1
2664,1,0,0,0,0,0,0,0,1
2668,1,0,0,0,0,0,0,0,1
2672,1,0,0,0,0,0,0,0,1
2676,1,0,0,0,0,0,0,0,1
2680,1,0,0,0,0,0,0,0,1
2684,1,0,0,0,0,0,0,0,1
